Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
229,2014-03-17,2014-03-24,3,95,0,239,21,0,641,1,3,260,35.88,6,0.0,17.2224
634,2014-10-03,2014-10-08,2,103,0,145,11,0,97,0,5,754,258.279,3,0.3,-70.1043
2683,2016-03-28,2016-03-31,0,51,1,16,44,2,1311,1,14,797,31.4,2,0.0,7.85
4059,2017-05-04,2017-05-09,3,479,1,438,3,3,1798,2,13,1101,183.96,5,0.2,20.6955
4059,2017-05-04,2017-05-09,3,479,1,438,3,3,1161,1,12,1565,17.61,3,0.0,8.4528
4059,2017-05-04,2017-05-09,3,479,1,438,3,3,355,0,16,368,300.904,1,0.2,11.2839
4337,2014-07-05,2014-07-05,1,199,0,207,41,0,1346,1,14,775,220.776,3,0.2,-44.1552
4337,2014-07-05,2014-07-05,1,199,0,207,41,0,1304,1,14,635,281.424,11,0.2,-35.178
2393,2016-05-05,2016-05-07,0,558,0,267,15,2,1223,1,12,1693,79.14,3,0.0,36.4044
3996,2017-04-26,2017-04-27,0,448,0,154,41,0,136,0,9,492,1.988,1,0.6,-1.4413
4313,2014-09-26,2014-10-01,2,443,0,266,3,3,98,0,5,975,145.568,2,0.2,0.0
3309,2017-10-19,2017-10-25,3,328,1,374,36,1,564,1,2,352,123.256,7,0.2,9.2442
3309,2017-10-19,2017-10-25,3,328,1,374,36,1,1247,1,12,929,23.68,4,0.2,7.4
3309,2017-10-19,2017-10-25,3,328,1,374,36,1,1719,2,13,524,309.576,4,0.4,-56.7556
4954,2017-11-10,2017-11-11,0,10,1,489,1,3,674,1,3,407,38.388,14,0.7,-25.592
4954,2017-11-10,2017-11-11,0,10,1,489,1,3,1654,2,11,501,95.994,2,0.7,-63.996
4954,2017-11-10,2017-11-11,0,10,1,489,1,3,1493,2,0,420,239.952,6,0.2,-35.9928
4954,2017-11-10,2017-11-11,0,10,1,489,1,3,1776,2,13,114,201.584,2,0.2,15.1188
4954,2017-11-10,2017-11-11,0,10,1,489,1,3,103,0,5,825,899.136,4,0.2,-146.1096
3470,2017-07-08,2017-07-11,0,729,2,376,3,3,188,0,9,516,145.9,5,0.0,62.737
4363,2015-12-24,2015-12-28,3,402,0,92,4,3,22,0,4,168,590.058,7,0.7,-786.744
4363,2015-12-24,2015-12-28,3,402,0,92,4,3,579,1,2,526,14.04,3,0.2,1.5795
3535,2017-03-07,2017-03-12,3,506,2,88,18,1,1583,2,0,996,49.08,3,0.0,4.908
4324,2014-04-01,2014-04-06,2,438,0,497,3,3,975,1,10,198,29.6,2,0.0,14.8
4324,2014-04-01,2014-04-06,2,438,0,497,3,3,637,1,3,1306,17.088,4,0.2,5.5536
1059,2015-09-14,2015-09-19,3,122,0,391,42,3,351,0,16,977,912.75,5,0.0,118.6575
322,2014-08-04,2014-08-09,2,776,0,381,42,3,449,1,1,871,1089.75,3,0.0,305.13
322,2014-08-04,2014-08-09,2,776,0,381,42,3,1074,1,12,1721,447.84,8,0.0,219.4416
322,2014-08-04,2014-08-09,2,776,0,381,42,3,497,1,2,1136,16.4,5,0.0,4.264
322,2014-08-04,2014-08-09,2,776,0,381,42,3,1763,2,13,1236,399.96,5,0.2,34.9965
322,2014-08-04,2014-08-09,2,776,0,381,42,3,1363,1,14,1386,158.9,5,0.0,7.945
322,2014-08-04,2014-08-09,2,776,0,381,42,3,752,1,3,904,13.184,1,0.2,4.7792
4506,2016-09-03,2016-09-09,3,382,2,24,11,0,256,0,9,1532,83.952,3,0.6,-90.2484
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,1366,1,14,416,80.98,1,0.0,1.6196
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,1095,1,12,1616,348.84,9,0.0,170.9316
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,900,1,8,1346,9.45,5,0.0,0.189
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,290,0,9,547,18.84,3,0.0,7.1592
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,39,0,4,378,239.98,2,0.0,52.7956
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,876,1,7,139,167.96,2,0.0,78.9412
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,1688,2,13,1271,104.85,3,0.0,28.3095
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,1816,2,13,47,484.83,3,0.0,126.0558
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,1044,1,12,1617,122.97,3,0.0,60.2553
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,1415,1,14,291,154.44,3,0.0,1.5444
4528,2016-02-05,2016-02-05,1,606,2,458,9,2,1237,1,12,1731,342.37,7,0.0,160.9139
3304,2017-07-03,2017-07-04,0,790,1,60,31,2,585,1,2,28,9.552,3,0.2,1.5522
4801,2017-10-09,2017-10-14,3,150,1,24,11,0,350,0,16,320,652.45,5,0.5,-430.617
4801,2017-10-09,2017-10-14,3,150,1,24,11,0,329,0,16,835,66.645,3,0.5,-42.6528
2076,2016-11-24,2016-11-26,0,554,0,329,30,1,666,1,3,68,17.216,4,0.2,6.0256
2076,2016-11-24,2016-11-26,0,554,0,329,30,1,1286,1,12,1749,11.56,2,0.0,5.6644
2076,2016-11-24,2016-11-26,0,554,0,329,30,1,1524,2,0,1404,88.4,4,0.0,11.492
2076,2016-11-24,2016-11-26,0,554,0,329,30,1,1281,1,12,1813,6.48,1,0.0,3.1104
2621,2016-11-01,2016-11-05,3,436,2,430,44,2,1825,2,13,967,21.8,2,0.0,6.104
2621,2016-11-01,2016-11-05,3,436,2,430,44,2,866,1,7,128,251.79,3,0.0,118.3413
4691,2016-04-19,2016-04-25,3,304,2,94,33,1,345,0,16,379,205.176,2,0.4,-58.1332
4691,2016-04-19,2016-04-25,3,304,2,94,33,1,1046,1,12,1672,419.4,5,0.2,146.79
4239,2014-04-06,2014-04-08,0,682,2,374,36,1,1451,1,15,1044,10.304,1,0.2,-2.1896
4239,2014-04-06,2014-04-08,0,682,2,374,36,1,323,0,16,942,154.764,3,0.4,-36.1116
4239,2014-04-06,2014-04-08,0,682,2,374,36,1,1589,2,0,917,116.784,2,0.2,21.897
2173,2016-09-02,2016-09-06,3,422,0,329,30,1,546,1,2,1228,75.48,2,0.0,19.6248
2173,2016-09-02,2016-09-06,3,422,0,329,30,1,205,0,9,1531,39.98,2,0.0,9.995
4571,2016-09-25,2016-09-30,3,6,0,375,1,3,341,0,16,319,393.165,3,0.5,-204.4458
2915,2017-11-04,2017-11-11,3,729,2,172,41,0,996,1,10,134,23.68,2,0.2,8.88
2260,2016-07-09,2016-07-13,3,349,1,329,30,1,89,0,5,843,408.006,2,0.1,72.5344
2260,2016-07-09,2016-07-13,3,349,1,329,30,1,162,0,9,513,165.28,4,0.0,14.8752
555,2014-06-30,2014-07-05,3,316,0,329,30,1,754,1,3,706,334.768,7,0.2,108.7996
3106,2017-01-28,2017-01-31,2,110,2,104,3,3,1473,2,0,998,239.97,3,0.0,26.3967
3106,2017-01-28,2017-01-31,2,110,2,104,3,3,281,0,9,486,37.74,3,0.0,12.8316
1143,2015-09-21,2015-09-24,0,722,1,207,41,0,1794,2,13,1448,946.344,7,0.2,118.293
1143,2015-09-21,2015-09-24,0,722,1,207,41,0,1579,2,0,889,151.2,3,0.2,32.13
1143,2015-09-21,2015-09-24,0,722,1,207,41,0,192,0,9,1029,4.928,4,0.6,-1.4784
1119,2015-09-26,2015-09-30,3,660,1,293,1,3,1052,1,12,1263,86.272,4,0.2,31.2736
1119,2015-09-26,2015-09-30,3,660,1,293,1,3,665,1,3,716,72.588,2,0.7,-48.392
1119,2015-09-26,2015-09-30,3,660,1,293,1,3,472,1,1,26,60.672,2,0.2,14.4096
1119,2015-09-26,2015-09-30,3,660,1,293,1,3,799,1,3,992,77.031,9,0.7,-59.0571
1119,2015-09-26,2015-09-30,3,660,1,293,1,3,1318,1,14,13,119.904,6,0.2,-1.4988
1119,2015-09-26,2015-09-30,3,660,1,293,1,3,1738,2,13,1397,263.96,5,0.2,23.0965
1119,2015-09-26,2015-09-30,3,660,1,293,1,3,1378,1,14,1364,363.648,4,0.2,-86.3664
4492,2015-10-31,2015-11-04,2,210,1,431,3,3,757,1,3,1310,9.728,2,0.2,3.2832
4492,2015-10-31,2015-11-04,2,210,1,431,3,3,871,1,7,1340,14.75,5,0.0,7.08
4492,2015-10-31,2015-11-04,2,210,1,431,3,3,787,1,3,62,29.8,5,0.2,9.3125
4492,2015-10-31,2015-11-04,2,210,1,431,3,3,990,1,10,178,427.42,14,0.0,196.6132
3260,2017-11-26,2017-11-30,3,477,0,94,33,1,1798,2,13,1101,220.752,8,0.4,-40.4712
248,2014-12-19,2014-12-21,2,338,0,151,0,2,685,1,3,406,152.76,6,0.0,74.8524
248,2014-12-19,2014-12-21,2,338,0,151,0,2,1447,1,15,99,7.27,1,0.0,1.9629
248,2014-12-19,2014-12-21,2,338,0,151,0,2,56,0,5,814,1819.86,14,0.0,163.7874
4664,2016-12-26,2016-12-30,3,290,0,452,45,3,1227,1,12,1516,33.9,5,0.0,15.594
2948,2017-06-20,2017-06-27,3,718,0,363,33,1,1115,1,12,1798,31.104,6,0.2,10.8864
2948,2017-06-20,2017-06-27,3,718,0,363,33,1,600,1,2,1159,5.248,2,0.2,0.5904
1324,2015-10-15,2015-10-15,1,356,0,8,41,0,1600,2,0,1267,263.88,3,0.2,42.8805
1324,2015-10-15,2015-10-15,1,356,0,8,41,0,80,0,5,786,2453.43,5,0.3,-350.49
3262,2017-04-12,2017-04-15,2,67,0,390,37,1,820,1,3,1511,29.7,5,0.0,13.365
3262,2017-04-12,2017-04-15,2,67,0,390,37,1,1119,1,12,1736,39.96,4,0.0,17.982
3370,2017-12-19,2017-12-24,2,525,0,438,3,3,693,1,3,519,36.672,2,0.2,11.46
3147,2017-08-05,2017-08-08,0,613,1,407,15,2,1183,1,12,105,13.76,2,0.0,6.3296
1657,2015-10-01,2015-10-06,3,674,1,24,4,3,1382,1,14,1572,139.424,4,0.2,17.428
2221,2016-05-23,2016-05-28,3,434,0,80,11,0,1834,2,13,1093,1979.928,9,0.2,148.4946
2853,2017-06-13,2017-06-16,0,682,2,80,11,0,1415,1,14,291,164.736,4,0.2,-39.1248
2853,2017-06-13,2017-06-16,0,682,2,80,11,0,122,0,5,767,470.302,7,0.3,-87.3418
2853,2017-06-13,2017-06-16,0,682,2,80,11,0,1777,2,13,1223,47.984,2,0.2,5.998
4219,2014-04-23,2014-04-24,0,761,1,374,36,1,841,1,3,1641,2.502,3,0.7,-1.7514
1409,2015-05-01,2015-05-07,3,340,1,266,3,3,1838,2,13,1224,88.752,3,0.2,11.094
4477,2015-07-19,2015-07-20,0,760,0,375,1,3,819,1,3,1628,2.025,1,0.7,-1.35
2220,2016-11-26,2016-11-29,0,487,1,306,0,2,1118,1,12,537,70.98,7,0.0,34.7802
2220,2016-11-26,2016-11-29,0,487,1,306,0,2,662,1,3,1521,91.68,3,0.0,45.84
2220,2016-11-26,2016-11-29,0,487,1,306,0,2,819,1,3,1628,33.75,5,0.0,16.875
2220,2016-11-26,2016-11-29,0,487,1,306,0,2,1615,2,11,807,3040.0,8,0.0,1459.2
3778,2017-06-12,2017-06-19,3,497,2,94,9,2,672,1,3,899,91.2,3,0.0,41.952
3778,2017-06-12,2017-06-19,3,497,2,94,9,2,342,0,16,907,452.94,3,0.0,67.941
950,2015-08-17,2015-08-21,3,674,1,325,19,1,735,1,3,1644,52.2,9,0.0,23.49
2065,2016-09-25,2016-10-01,3,565,1,214,41,0,965,1,10,207,15.936,4,0.2,5.1792
651,2014-05-04,2014-05-04,1,2,0,296,5,1,183,0,9,493,27.46,2,0.0,9.8856
1054,2015-12-01,2015-12-08,3,455,0,452,45,3,712,1,3,1634,55.424,2,0.2,19.3984
4588,2016-03-11,2016-03-15,3,485,0,499,28,1,325,0,16,428,244.006,2,0.3,-31.3722
2504,2016-08-26,2016-08-28,0,452,1,364,41,0,1586,2,0,1005,159.984,2,0.2,43.9956
2504,2016-08-26,2016-08-28,0,452,1,364,41,0,84,0,5,838,1024.716,6,0.3,-29.2776
4517,2016-12-16,2016-12-19,0,424,1,329,30,1,918,1,8,1509,3.68,2,0.0,1.8032
606,2014-08-08,2014-08-14,3,484,0,168,1,3,190,0,9,560,121.376,4,0.2,-3.0344
606,2014-08-08,2014-08-14,3,484,0,168,1,3,1506,2,0,1405,95.976,3,0.2,-10.7973
815,2015-05-16,2015-05-16,1,752,2,216,8,2,1531,2,0,1328,255.968,4,0.2,31.996
3577,2017-12-09,2017-12-13,3,210,1,123,20,0,62,0,5,751,872.94,3,0.0,226.9644
3577,2017-12-09,2017-12-13,3,210,1,123,20,0,798,1,3,1625,41.54,2,0.0,19.5238
3577,2017-12-09,2017-12-13,3,210,1,123,20,0,1096,1,12,1734,12.96,2,0.0,6.2208
4481,2015-09-24,2015-09-27,2,579,1,374,36,1,490,1,2,1127,6.848,2,0.2,0.5992
4099,2017-07-11,2017-07-15,3,439,1,266,3,3,1002,1,10,189,8.67,3,0.0,4.0749
4367,2015-12-01,2015-12-02,1,569,0,207,41,0,295,0,9,576,6.688,4,0.6,-4.0128
1902,2016-11-19,2016-11-25,3,572,2,332,30,1,597,1,2,1149,17.28,6,0.0,5.0112
1902,2016-11-19,2016-11-25,3,572,2,332,30,1,652,1,3,695,17.712,3,0.2,6.4206
4741,2017-03-19,2017-03-24,3,142,2,329,30,1,984,1,10,215,28.91,7,0.0,13.2986
2038,2016-11-13,2016-11-17,3,180,0,480,31,2,1422,1,15,89,52.136,7,0.2,5.8653
3223,2017-11-19,2017-11-20,0,423,0,517,3,3,1692,2,13,1483,31.968,4,0.2,2.3976
4526,2016-12-02,2016-12-08,3,518,0,438,3,3,1164,1,12,1705,25.92,4,0.0,12.4416
4526,2016-12-02,2016-12-08,3,518,0,438,3,3,1170,1,12,789,40.46,7,0.0,19.8254
4526,2016-12-02,2016-12-08,3,518,0,438,3,3,1361,1,14,1659,33.87,3,0.0,8.8062
2828,2017-08-25,2017-08-28,2,241,0,215,40,2,586,1,2,1841,9.728,2,0.2,1.7024
2828,2017-08-25,2017-08-28,2,241,0,215,40,2,1021,1,12,1781,3.424,1,0.2,1.07
4525,2016-10-14,2016-10-18,3,165,1,452,45,3,1478,2,0,1607,177.0,3,0.0,30.09
232,2014-11-27,2014-12-03,3,539,0,329,30,1,930,1,8,1499,3.76,2,0.0,1.316
1333,2015-11-03,2015-11-07,3,162,2,266,3,3,1813,2,13,434,1212.848,7,0.2,106.1242
1333,2015-11-03,2015-11-07,3,162,2,266,3,3,1487,2,0,1012,89.97,3,0.0,37.7874
1333,2015-11-03,2015-11-07,3,162,2,266,3,3,254,0,9,457,42.6,3,0.0,16.614
443,2014-11-29,2014-12-06,3,186,0,374,36,1,953,1,10,195,5.04,2,0.2,1.764
3835,2017-04-30,2017-05-05,2,221,1,329,30,1,875,1,7,6,62.96,4,0.0,28.332
4122,2017-11-24,2017-11-28,3,764,1,329,30,1,1133,1,12,108,5.88,1,0.0,2.8812
4122,2017-11-24,2017-11-28,3,764,1,329,30,1,61,0,5,750,977.292,6,0.1,173.7408
3587,2017-10-30,2017-11-03,3,410,1,498,45,3,239,0,9,1039,9.64,2,0.0,3.6632
286,2014-12-17,2014-12-19,2,641,0,94,9,2,563,1,2,1492,40.05,3,0.0,11.214
3848,2017-09-04,2017-09-08,3,348,0,100,41,0,596,1,2,473,10.192,7,0.2,3.185
3848,2017-09-04,2017-09-08,3,348,0,100,41,0,1418,1,14,70,16.784,1,0.2,-0.2098
3848,2017-09-04,2017-09-08,3,348,0,100,41,0,535,1,2,1408,13.12,5,0.2,3.772
2344,2016-10-17,2016-10-20,0,566,2,438,3,3,797,1,3,237,18.16,5,0.2,6.583
3411,2017-11-12,2017-11-18,3,564,0,25,41,0,1185,1,12,1649,16.056,3,0.2,5.8203
3411,2017-11-12,2017-11-18,3,564,0,25,41,0,1233,1,12,1759,223.056,9,0.2,69.705
3411,2017-11-12,2017-11-18,3,564,0,25,41,0,1400,1,14,1551,540.048,3,0.2,-47.2542
1705,2016-11-24,2016-12-01,3,58,2,266,3,3,1717,2,13,1845,33.52,2,0.2,3.352
1705,2016-11-24,2016-12-01,3,58,2,266,3,3,136,0,9,492,9.94,2,0.0,3.0814
1500,2015-08-01,2015-08-07,3,587,2,266,3,3,531,1,2,1298,6.72,4,0.0,3.36
1500,2015-08-01,2015-08-07,3,587,2,266,3,3,357,0,16,826,1004.976,6,0.2,-175.8708
3894,2017-12-24,2017-12-29,3,48,0,329,30,1,787,1,3,62,17.88,3,0.2,5.5875
2230,2016-09-17,2016-09-23,3,180,0,94,9,2,1673,2,11,988,396.0,4,0.0,190.08
2986,2017-12-10,2017-12-10,1,472,2,348,25,0,842,1,3,893,34.5,3,0.0,15.525
2883,2017-09-12,2017-09-15,0,391,0,266,3,3,295,0,9,576,8.36,2,0.0,3.0096
2806,2017-06-24,2017-07-01,3,565,1,383,3,3,544,1,2,359,385.6,8,0.0,111.824
2806,2017-06-24,2017-07-01,3,565,1,383,3,3,585,1,2,28,35.82,9,0.0,11.8206
3058,2017-08-18,2017-08-22,3,618,0,109,41,0,1362,1,14,1383,200.064,3,0.2,12.504
3058,2017-08-18,2017-08-22,3,618,0,109,41,0,679,1,3,57,21.38,5,0.8,-33.139
3058,2017-08-18,2017-08-22,3,618,0,109,41,0,703,1,3,900,6.744,4,0.8,-11.4648
4971,2017-12-11,2017-12-17,3,35,0,374,36,1,98,0,5,975,63.686,1,0.3,-9.098
3777,2017-12-10,2017-12-14,2,492,0,338,26,3,366,0,16,369,1669.6,4,0.0,116.872
146,2014-02-03,2014-02-06,2,737,0,452,45,3,829,1,3,898,83.84,2,0.2,27.248
146,2014-02-03,2014-02-06,2,737,0,452,45,3,751,1,3,238,13.272,3,0.2,4.3134
3109,2017-02-11,2017-02-14,2,786,1,438,3,3,711,1,3,72,21.336,7,0.2,7.7343
3011,2017-04-16,2017-04-21,3,598,2,80,11,0,516,1,2,1132,16.52,5,0.2,2.065
1396,2015-12-06,2015-12-11,3,299,0,489,1,3,217,0,9,879,206.112,6,0.2,48.9516
1396,2015-12-06,2015-12-11,3,299,0,489,1,3,1176,1,12,1760,19.92,5,0.2,6.723
1396,2015-12-06,2015-12-11,3,299,0,489,1,3,1200,1,12,1750,198.272,8,0.2,61.96
1396,2015-12-06,2015-12-11,3,299,0,489,1,3,1415,1,14,291,247.104,6,0.2,-58.6872
1396,2015-12-06,2015-12-11,3,299,0,489,1,3,610,1,2,279,86.304,6,0.2,9.7092
2044,2016-07-22,2016-07-27,3,146,0,6,36,1,545,1,2,10,4.16,2,0.2,0.364
2044,2016-07-22,2016-07-27,3,146,0,6,36,1,224,0,9,1049,11.648,2,0.2,3.3488
1438,2015-11-07,2015-11-10,2,494,1,330,6,1,942,1,8,1359,26.18,7,0.0,0.5236
1438,2015-11-07,2015-11-10,2,494,1,330,6,1,1093,1,12,1030,7.3,2,0.0,3.431
849,2015-03-26,2015-03-31,3,116,1,295,8,2,1084,1,12,1779,74.352,3,0.2,23.235
3992,2017-08-31,2017-09-05,3,362,0,476,1,3,1299,1,14,1109,10.744,1,0.2,0.8058
3992,2017-08-31,2017-09-05,3,362,0,476,1,3,906,1,8,1196,8.376,3,0.2,2.7222
2312,2016-12-04,2016-12-08,3,248,1,329,30,1,1389,1,14,309,212.88,6,0.0,0.0
3290,2017-02-10,2017-02-14,3,534,2,234,3,3,39,0,4,378,203.983,2,0.15,16.7986
1888,2016-10-29,2016-11-02,3,393,1,50,28,1,1301,1,14,1354,40.74,3,0.0,0.4074
1888,2016-10-29,2016-11-02,3,393,1,50,28,1,411,1,1,459,11.67,3,0.0,3.0342
3239,2017-09-15,2017-09-17,2,151,0,146,19,1,1693,2,13,728,39.99,1,0.0,11.5971
3239,2017-09-15,2017-09-17,2,151,0,146,19,1,582,1,2,250,16.28,2,0.0,6.512
3239,2017-09-15,2017-09-17,2,151,0,146,19,1,20,0,4,167,782.94,3,0.0,203.5644
3239,2017-09-15,2017-09-17,2,151,0,146,19,1,712,1,3,1634,242.48,7,0.0,116.3904
770,2014-03-11,2014-03-16,2,147,0,94,33,1,282,0,9,591,8.32,5,0.2,2.288
770,2014-03-11,2014-03-16,2,147,0,94,33,1,917,1,8,1510,10.464,6,0.2,1.7004
96,2014-02-04,2014-02-08,3,193,2,437,3,3,813,1,3,705,82.896,3,0.2,29.0136
96,2014-02-04,2014-02-08,3,193,2,437,3,3,1043,1,12,1080,34.24,4,0.0,16.0928
592,2014-12-31,2015-01-04,2,586,1,508,30,1,22,0,4,168,1573.488,7,0.2,196.686
953,2015-11-23,2015-11-27,3,775,1,434,41,0,1080,1,12,1700,335.52,4,0.2,117.432
953,2015-11-23,2015-11-27,3,775,1,434,41,0,754,1,3,706,23.912,2,0.8,-40.6504
953,2015-11-23,2015-11-27,3,775,1,434,41,0,1333,1,14,1544,27.056,2,0.2,2.3674
429,2014-07-06,2014-07-08,0,275,0,329,30,1,1603,2,6,398,559.992,1,0.2,174.9975
4837,2017-11-13,2017-11-18,2,497,2,207,41,0,471,1,1,864,9.324,6,0.8,-24.7086
2622,2016-06-17,2016-06-22,3,335,0,437,3,3,1074,1,12,1721,111.96,2,0.0,54.8604
372,2014-05-03,2014-05-05,0,408,2,15,47,0,973,1,10,188,21.56,7,0.0,10.3488
3963,2017-10-16,2017-10-21,3,97,0,407,15,2,790,1,3,973,124.75,5,0.0,57.385
955,2015-02-06,2015-02-13,3,786,1,36,45,3,514,1,2,1116,5.28,3,0.0,1.5312
3205,2017-09-04,2017-09-08,3,7,0,262,30,1,1462,2,0,1598,91.96,4,0.0,39.5428
1834,2016-05-09,2016-05-15,3,412,0,374,36,1,881,1,7,1493,9.344,1,0.2,3.504
1834,2016-05-09,2016-05-15,3,412,0,374,36,1,538,1,2,1125,79.36,5,0.2,9.92
966,2015-03-16,2015-03-18,2,353,0,452,45,3,323,0,16,942,171.96,2,0.0,44.7096
2115,2016-04-09,2016-04-13,3,247,1,452,45,3,788,1,3,74,35.352,9,0.2,12.8151
74,2014-04-04,2014-04-09,3,596,2,438,3,3,967,1,10,228,18.9,6,0.0,9.072
2959,2017-09-05,2017-09-06,0,177,2,452,45,3,594,1,2,1141,2.78,1,0.0,0.7228
4731,2017-06-30,2017-06-30,1,688,0,329,30,1,319,0,16,366,1044.63,5,0.4,-295.9785
1576,2015-11-09,2015-11-09,1,158,0,374,36,1,1243,1,12,1614,11.352,3,0.2,4.1151
206,2014-03-04,2014-03-04,1,152,0,93,38,2,1337,1,14,1437,354.9,5,0.0,17.745
1221,2015-03-19,2015-03-25,3,398,2,452,45,3,1845,2,13,1657,453.576,3,0.2,39.6879
1174,2015-11-29,2015-11-30,0,60,0,5,41,0,1548,2,0,960,21.48,3,0.2,-0.2685
1174,2015-11-29,2015-11-30,0,60,0,5,41,0,640,1,3,689,8.784,4,0.8,-13.6152
4941,2017-06-11,2017-06-11,1,238,0,266,3,3,1044,1,12,1617,122.97,3,0.0,60.2553
4101,2017-11-26,2017-11-30,3,28,1,21,9,2,584,1,2,1156,12.84,3,0.0,3.7236
4327,2014-11-23,2014-11-25,0,669,0,266,3,3,63,0,5,1173,603.92,5,0.2,-67.941
4327,2014-11-23,2014-11-25,0,669,0,266,3,3,882,1,7,1246,21.84,3,0.0,10.4832
4327,2014-11-23,2014-11-25,0,669,0,266,3,3,1556,2,0,303,29.99,1,0.0,6.2979
4327,2014-11-23,2014-11-25,0,669,0,266,3,3,58,0,5,1378,381.44,2,0.2,23.84
24,2014-12-15,2014-12-18,0,493,0,137,41,0,1685,2,13,35,40.68,3,0.2,-9.153
24,2014-12-15,2014-12-18,0,493,0,137,41,0,127,0,5,989,763.28,5,0.3,-21.808
1833,2016-04-22,2016-04-27,3,772,2,24,11,0,1369,1,14,1264,23.952,2,0.2,2.3952
2539,2016-05-23,2016-05-27,3,43,2,151,0,2,1107,1,12,1737,4.98,1,0.0,2.4402
1740,2016-02-27,2016-03-01,0,217,0,329,30,1,463,1,1,466,170.88,3,0.0,49.5552
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,1796,2,13,1168,307.98,2,0.0,89.3142
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,344,0,16,943,382.806,9,0.4,-153.1224
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,1310,1,14,1553,41.96,2,0.0,2.9372
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,657,1,3,688,1217.568,2,0.2,456.588
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,214,0,9,160,47.04,3,0.0,18.3456
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,192,0,9,1029,6.16,2,0.0,2.9568
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,1709,2,13,1242,979.95,5,0.0,274.386
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,1099,1,12,1668,143.7,3,0.0,68.976
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,913,1,8,56,10.65,3,0.0,5.0055
1210,2015-08-09,2015-08-12,0,570,0,329,30,1,1536,2,0,311,247.8,4,0.0,34.692
1847,2016-05-12,2016-05-16,3,779,1,500,44,2,525,1,2,1353,10.96,4,0.0,2.9592
4598,2016-04-15,2016-04-19,3,549,1,174,41,0,510,1,2,530,33.488,7,0.2,5.8604
4598,2016-04-15,2016-04-19,3,549,1,174,41,0,929,1,8,908,8.04,5,0.2,2.9145
1098,2015-06-23,2015-06-25,2,630,0,347,45,3,1851,2,13,1315,201.568,4,0.2,22.6764
218,2014-10-19,2014-10-19,1,362,0,266,3,3,1269,1,12,1482,13.44,3,0.0,6.5856
1035,2015-03-24,2015-03-27,0,232,2,371,11,0,2,0,4,1429,359.058,3,0.3,-35.9058
3791,2017-05-08,2017-05-12,3,495,0,94,33,1,125,0,5,738,47.992,2,0.3,-2.0568
3445,2017-10-16,2017-10-18,0,548,1,329,30,1,179,0,9,626,547.3,13,0.0,175.136
3971,2017-11-19,2017-11-21,2,7,0,67,41,0,1039,1,12,1686,16.896,4,0.2,5.28
3971,2017-11-19,2017-11-21,2,7,0,67,41,0,1428,1,15,88,6.672,1,0.2,0.5004
3971,2017-11-19,2017-11-21,2,7,0,67,41,0,577,1,2,363,99.136,4,0.2,8.6744
3971,2017-11-19,2017-11-21,2,7,0,67,41,0,205,0,9,1531,15.992,2,0.6,-13.993
2714,2016-05-08,2016-05-13,2,294,1,124,6,1,186,0,9,1533,211.96,2,0.0,42.392
4600,2016-12-11,2016-12-17,3,124,0,458,40,2,575,1,2,1297,6.672,3,0.2,1.668
3115,2017-11-30,2017-12-04,3,498,0,330,6,1,503,1,2,280,155.94,6,0.0,45.2226
4553,2016-04-19,2016-04-24,2,397,0,266,3,3,1849,2,13,1295,39.96,5,0.2,12.987
4553,2016-04-19,2016-04-24,2,397,0,266,3,3,496,1,2,1112,5.46,3,0.0,1.5288
4553,2016-04-19,2016-04-24,2,397,0,266,3,3,619,1,2,1232,73.2,5,0.0,21.228
4553,2016-04-19,2016-04-24,2,397,0,266,3,3,638,1,3,146,5.84,1,0.2,1.971
4553,2016-04-19,2016-04-24,2,397,0,266,3,3,1168,1,12,107,22.72,4,0.0,10.224
4553,2016-04-19,2016-04-24,2,397,0,266,3,3,659,1,3,234,9.336,3,0.2,3.2676
662,2014-05-26,2014-05-30,3,519,1,266,3,3,2,0,4,1429,290.666,2,0.15,27.3568
662,2014-05-26,2014-05-30,3,519,1,266,3,3,1694,2,13,1594,201.584,2,0.2,20.1584
662,2014-05-26,2014-05-30,3,519,1,266,3,3,1785,2,13,1849,83.984,2,0.2,31.494
